#Scan#,Adduct,CAS_Number,Charge,Compound_Name,Compound_Source,Data_Collector,ExactMass,FileScanUniqueID,INCHI,INCHI_AUX,Instrument,IonMode,Ion_Source,LibMZ,LibraryName,LibraryQualityString,Library_Class,MQScore,MZErrorPPM,MassDiff,NumberHits,Organism,PI,Precursor_MZ,Pubmed_ID,RT_Query,SharedPeaks,Smiles,SpecCharge,SpecMZ,SpectrumFile,SpectrumID,TIC_Query,UpdateWorkflowName,tags,internalFilename,Important_DOM,Important_Org
439,M+H,6918485,1,Heptadecasphing-4-enine,Isolated,NIST,0,spectra/specs_ms.mgf439,N/A,N/A,HCD,Positive,ESI,286.274,lib-00036.mgf,Bronze,3,0.913146,150353,43.0422,1,NIST14,NIST,286.274,N/A,0,4,N/A,1,329.316,specs_ms.mgf,CCMSLIB00000319725,1830000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
4126,M+H,32164026,1,Heptadecasphinganine,Isolated,NIST,0,spectra/specs_ms.mgf4126,"InChI=1S/C17H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-17(20)16(18)15-19/h16-17,19-20H,2-15,18H2,1H3/t16-,17+/m0/s1",N/A,HCD,Positive,ESI,288.29,lib-00052.mgf,Bronze,3,0.809375,221868,63.9622,1,NIST17,NIST,288.29,N/A,0,7,CCCCCCCCCCCCCCC(C(CO)N)O,1,352.252,specs_ms.mgf,CCMSLIB00003393709,1660000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
8962,M+H,32164026,1,Heptadecasphinganine,Isolated,NIST,0,spectra/specs_ms.mgf8962,"InChI=1S/C17H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-17(20)16(18)15-19/h16-17,19-20H,2-15,18H2,1H3/t16-,17+/m0/s1",N/A,HCD,Positive,ESI,288.29,lib-00052.mgf,Bronze,3,0.809375,221862,63.9606,1,NIST17,NIST,288.29,N/A,0,7,CCCCCCCCCCCCCCC(C(CO)N)O,1,352.25,specs_ms.mgf,CCMSLIB00003393709,1660000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
18,M+H,111148,1,Heptanoic acid,Isolated,NIST,0,spectra/specs_ms.mgf18,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)",N/A,HCD,Positive,ESI,131.107,lib-00052.mgf,Bronze,3,0.832988,244277,32.0263,1,NIST17,NIST,131.107,N/A,0,4,CCCCCCC(=O)O,1,163.133,specs_ms.mgf,CCMSLIB00003477221,868327,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
3145,M+H,50974771,1,Heptapropylene glycol,Isolated,NIST,0,spectra/specs_ms.mgf3145,N/A,N/A,Q-TOF,Positive,ESI,425.311,lib-00036.mgf,Bronze,3,0.90485,136469,58.0418,1,NIST14,NIST,425.311,N/A,0,7,N/A,1,483.353,specs_ms.mgf,CCMSLIB00000403486,651866,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
6337,M+H,50974771,1,Heptapropylene glycol,Isolated,NIST,0,spectra/specs_ms.mgf6337,N/A,N/A,Q-TOF,Positive,ESI,425.311,lib-00036.mgf,Bronze,3,0.851235,103514,44.0258,1,NIST14,NIST,425.311,N/A,0,7,N/A,1,469.337,specs_ms.mgf,CCMSLIB00000403486,444451,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
8980,M+H,50974771,1,Heptapropylene glycol,Isolated,NIST,0,spectra/specs_ms.mgf8980,N/A,N/A,Q-TOF,Positive,ESI,425.311,lib-00036.mgf,Bronze,3,0.881594,98775.7,42.0104,1,NIST14,NIST,425.311,N/A,0,4,N/A,1,467.321,specs_ms.mgf,CCMSLIB00000403488,314239,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
2723,M+H,2880491,1,Heraclenin,Isolated,NIST,0,spectra/specs_ms.mgf2723,"InChI=1S/C16H14O5/c1-16(2)11(21-16)8-19-15-13-10(5-6-18-13)7-9-3-4-12(17)20-14(9)15/h3-7,11H,8H2,1-2H3/t11-/m1/s1",N/A,HCD,Positive,ESI,287.091,lib-00052.mgf,Bronze,3,0.978353,295890,84.9475,1,NIST17,NIST,287.091,N/A,0,4,CC1(C(O1)COC2=C3C(=CC4=C2OC=C4)C=CC(=O)O3)C,1,202.144,specs_ms.mgf,CCMSLIB00003571738,5040000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
2474,M+H-H2O,505544,1,Hexadecanedioic acid,Isolated,NIST,0,spectra/specs_ms.mgf2474,"InChI=1S/C16H30O4/c17-15(18)13-11-9-7-5-3-1-2-4-6-8-10-12-14-16(19)20/h1-14H2,(H,17,18)(H,19,20)",N/A,HCD,Positive,ESI,269.211,lib-00052.mgf,Bronze,3,0.911007,156184,42.0464,1,NIST17,NIST,269.211,N/A,0,9,C(CCCCCCCC(=O)O)CCCCCCC(=O)O,1,311.258,specs_ms.mgf,CCMSLIB00003455071,5380000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
2791,M+H-2H2O,505544,1,Hexadecanedioic acid,Isolated,NIST,0,spectra/specs_ms.mgf2791,"InChI=1S/C16H30O4/c17-15(18)13-11-9-7-5-3-1-2-4-6-8-10-12-14-16(19)20/h1-14H2,(H,17,18)(H,19,20)",N/A,HCD,Positive,ESI,251.201,lib-00052.mgf,Bronze,3,0.924452,8024.27,2.0157,1,NIST17,NIST,251.201,N/A,0,8,C(CCCCCCCC(=O)O)CCCCCCC(=O)O,1,249.185,specs_ms.mgf,CCMSLIB00003455085,367441,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
3976,M+H-H2O,505544,1,Hexadecanedioic acid,Isolated,NIST,0,spectra/specs_ms.mgf3976,"InChI=1S/C16H30O4/c17-15(18)13-11-9-7-5-3-1-2-4-6-8-10-12-14-16(19)20/h1-14H2,(H,17,18)(H,19,20)",N/A,HCD,Positive,ESI,269.211,lib-00052.mgf,Bronze,3,0.87904,156184,42.0464,1,NIST17,NIST,269.211,N/A,0,10,C(CCCCCCCC(=O)O)CCCCCCC(=O)O,1,311.258,specs_ms.mgf,CCMSLIB00003455071,1800000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
3977,M+H-H2O,505544,1,Hexadecanedioic acid,Isolated,NIST,0,spectra/specs_ms.mgf3977,"InChI=1S/C16H30O4/c17-15(18)13-11-9-7-5-3-1-2-4-6-8-10-12-14-16(19)20/h1-14H2,(H,17,18)(H,19,20)",N/A,HCD,Positive,ESI,269.211,lib-00052.mgf,Bronze,3,0.883541,156184,42.0464,1,NIST17,NIST,269.211,N/A,0,8,C(CCCCCCCC(=O)O)CCCCCCC(=O)O,1,311.258,specs_ms.mgf,CCMSLIB00003455071,2470000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
4170,M+H,2615158,1,Hexaethylene glycol,Isolated,NIST,0,spectra/specs_ms.mgf4170,N/A,N/A,HCD,Positive,ESI,283.175,lib-00036.mgf,Bronze,3,0.843576,282990,80.1358,1,NIST14,NIST,283.175,N/A,0,4,N/A,1,363.311,specs_ms.mgf,CCMSLIB00000290210,311131,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
3065,M+H,74388924,1,Hexapropylene glycol,Isolated,NIST,0,spectra/specs_ms.mgf3065,N/A,N/A,Q-TOF,Positive,ESI,367.269,lib-00036.mgf,Bronze,3,0.908146,158037,58.0421,1,NIST14,NIST,367.269,N/A,0,6,N/A,1,425.311,specs_ms.mgf,CCMSLIB00000403468,742893,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
6275,M+H,74388924,1,Hexapropylene glycol,Isolated,NIST,0,spectra/specs_ms.mgf6275,N/A,N/A,Q-TOF,Positive,ESI,367.269,lib-00036.mgf,Bronze,3,0.855236,119875,44.0263,1,NIST14,NIST,367.269,N/A,0,7,N/A,1,411.295,specs_ms.mgf,CCMSLIB00000403468,486822,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
7792,M+H,74388924,1,Hexapropylene glycol,Isolated,NIST,0,spectra/specs_ms.mgf7792,N/A,N/A,Q-TOF,Positive,ESI,367.269,lib-00036.mgf,Bronze,3,0.903509,117097,43.006,1,NIST14,NIST,367.269,N/A,0,10,N/A,1,410.275,specs_ms.mgf,CCMSLIB00000403465,291774,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
1261,M+Na,495-69-2,1,HIPPURATE,Commercial,Kelly Weldon,179.058,spectra/specs_ms.mgf1261,"InChI=1S/C9H9NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)",N/A,Orbitrap,Positive,ESI,202.047,lib-00015.mgf,Gold,1,0.83097,659.751,0.133301,1,GNPS-MSMLS,Dorrestein,202.047,N/A,0,4,OC(=O)CNC(=O)C1=CC=CC=C1,1,202.18,specs_ms.mgf,CCMSLIB00005464218,8430000,UPDATE-SINGLE-ANNOTATED-GOLD,,specs_ms.mgf,,
1262,M+Na,495-69-2,1,HIPPURATE,Commercial,Kelly Weldon,179.058,spectra/specs_ms.mgf1262,"InChI=1S/C9H9NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)",N/A,Orbitrap,Positive,ESI,202.047,lib-00015.mgf,Gold,1,0.830816,659.751,0.133301,1,GNPS-MSMLS,Dorrestein,202.047,N/A,0,4,OC(=O)CNC(=O)C1=CC=CC=C1,1,202.18,specs_ms.mgf,CCMSLIB00005464218,10000000,UPDATE-SINGLE-ANNOTATED-GOLD,,specs_ms.mgf,,
8255,M+H,0,1,His-Phe,Isolated,NIST,0,spectra/specs_ms.mgf8255,"InChI=1S/C15H18N4O3/c16-12(7-11-8-17-9-18-11)14(20)19-13(15(21)22)6-10-4-2-1-3-5-10/h1-5,8-9,12-13H,6-7,16H2,(H,17,18)(H,19,20)(H,21,22)/t12-,13-/m0/s1",N/A,HCD,Positive,ESI,303.145,lib-00052.mgf,Bronze,3,0.823621,237459,71.9845,1,NIST17,NIST,303.145,N/A,0,10,C1=CC=C(C=C1)CC(C(=O)[O-])NC(=O)C(CC2=CN=CN2)[NH3+],1,375.13,specs_ms.mgf,CCMSLIB00003736462,612159,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
9748,M-H-SO3,38339069,1,Homovanillic acid sulfate,Isolated,NIST,0,spectra/specs_ms.mgf9748,"InChI=1S/C9H10O7S/c1-15-8-4-6(5-9(10)11)2-3-7(8)16-17(12,13)14/h2-4H,5H2,1H3,(H,10,11)(H,12,13,14)",N/A,HCD,Negative,ESI,181.051,lib-00052.mgf,Bronze,3,0.826961,66015.8,11.9522,1,NIST17,NIST,181.051,N/A,0,4,COC1=C(C=CC(=C1)CC(=O)O)OS(=O)(=O)O,1,169.098,specs_ms.mgf,CCMSLIB00003374259,1840000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
6723,M+H-H2O,1135235,1,Hydroferulic acid,Isolated,NIST,0,spectra/specs_ms.mgf6723,"InChI=1S/C10H12O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2,4,6,11H,3,5H2,1H3,(H,12,13)",N/A,IT-FT/ion trap with FTMS,Positive,ESI,179.07,lib-00052.mgf,Bronze,3,0.924342,128527,23.0153,1,NIST17,NIST,179.07,N/A,0,4,COC1=C(C=CC(=C1)CCC(=O)O)O,1,202.086,specs_ms.mgf,CCMSLIB00003572027,1450000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
1784,M-H-H2O,29066420,1,Hymeglusin,Isolated,NIST,0,spectra/specs_ms.mgf1784,"InChI=1S/C18H28O5/c1-12(8-13(2)9-14(3)10-17(20)21)6-4-5-7-16-15(11-19)18(22)23-16/h9-10,12,15-16,19H,4-8,11H2,1-3H3,(H,20,21)/b13-9+,14-10+/t12-,15-,16-/m1/s1",N/A,HCD,Negative,ESI,305.176,lib-00052.mgf,Bronze,3,0.943553,9980.1,3.04568,1,NIST17,NIST,305.176,N/A,0,4,CC(CCCCC1C(C(=O)O1)CO)CC(=CC(=CC(=O)O)C)C,1,308.221,specs_ms.mgf,CCMSLIB00003541720,844935,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
3790,257,482360,1,Hyperoside,Isolated,NIST,0,spectra/specs_ms.mgf3790,"InChI=1S/C21H20O12/c22-6-13-15(27)17(29)18(30)21(32-13)33-20-16(28)14-11(26)4-8(23)5-12(14)31-19(20)7-1-2-9(24)10(25)3-7/h1-5,13,15,17-18,21-27,29-30H,6H2/t13-,15+,17+,18-,21+/m1/s1",N/A,IT/ion trap,Positive,ESI,257,lib-00052.mgf,Bronze,3,0.910545,15994.9,4.11069,1,NIST17,NIST,257,N/A,0,4,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,1,261.111,specs_ms.mgf,CCMSLIB00003466018,753650,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
8263,M+H,N/A,0,Ile Ala Leu,Isolated,N/A,0,spectra/specs_ms.mgf8263,N/A,N/A,LC-ESI-QTOF,Positive-20eV,LC-ESI,316.223,lib-00037.mgf,Bronze,3,0.830558,289473,498.292,1,METLIN,Metlin,316.223,N/A,0,6,N/A,2,407.761,specs_ms.mgf,CCMSLIB00000484163,299120,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
1300,M+H,N/A,0,Ile Asn,Isolated,N/A,0,spectra/specs_ms.mgf1300,N/A,N/A,LC-ESI-QTOF,Positive-10eV,LC-ESI,246.145,lib-00037.mgf,Bronze,3,0.807354,142194,35.0003,1,METLIN,Metlin,246.145,N/A,0,4,N/A,1,211.145,specs_ms.mgf,CCMSLIB00000489771,1040000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
9267,M+H,N/A,0,Ile Pro Gln,Isolated,N/A,0,spectra/specs_ms.mgf9267,N/A,N/A,LC-ESI-QTOF,Positive-10eV,LC-ESI,357.213,lib-00037.mgf,Bronze,3,0.835209,198864,71.037,1,METLIN,Metlin,357.213,N/A,0,6,N/A,1,428.25,specs_ms.mgf,CCMSLIB00000484390,841322,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
9268,M+H,N/A,0,Ile Pro Gln,Isolated,N/A,0,spectra/specs_ms.mgf9268,N/A,N/A,LC-ESI-QTOF,Positive-10eV,LC-ESI,357.213,lib-00037.mgf,Bronze,3,0.836743,243642,87.032,1,METLIN,Metlin,357.213,N/A,0,6,N/A,1,444.245,specs_ms.mgf,CCMSLIB00000484390,486040,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
8257,M+H,N/A,0,Ile Pro Val,Isolated,N/A,0,spectra/specs_ms.mgf8257,N/A,N/A,LC-ESI-QTOF,Positive-20eV,LC-ESI,328.223,lib-00037.mgf,Bronze,3,0.824798,173713,57.0166,1,METLIN,Metlin,328.223,N/A,0,6,N/A,1,385.24,specs_ms.mgf,CCMSLIB00000488220,969741,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
8447,M+H,N/A,0,Ile Ser Leu,Isolated,N/A,0,spectra/specs_ms.mgf8447,N/A,N/A,LC-ESI-QTOF,Positive-10eV,LC-ESI,332.218,lib-00037.mgf,Bronze,3,0.864064,93198.2,30.9621,1,METLIN,Metlin,332.218,N/A,0,8,N/A,1,363.18,specs_ms.mgf,CCMSLIB00000520373,344403,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
3721,M+H,0,1,Ile-Phe,Isolated,NIST,0,spectra/specs_ms.mgf3721,"InChI=1S/C15H22N2O3/c1-3-10(2)13(16)14(18)17-12(15(19)20)9-11-7-5-4-6-8-11/h4-8,10,12-13H,3,9,16H2,1-2H3,(H,17,18)(H,19,20)/t10-,12-,13+/m0/s1",N/A,IT-FT/ion trap with FTMS,Positive,ESI,279.17,lib-00052.mgf,Bronze,3,0.92329,179156,50.0151,1,NIST17,NIST,279.17,N/A,0,4,CCC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)N,1,229.155,specs_ms.mgf,CCMSLIB00003736513,966508,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
135,M+2H],N/A,1,Ile-Phe-Arg,Isolated,NIST,0,spectra/specs_ms.mgf135,N/A,N/A,Q-TOF,Positive,ESI,218.139,lib-00036.mgf,Bronze,3,0.827417,0.909348,217.132,1,NIST14,NIST,218.139,N/A,0,11,N/A,2,218.139,specs_ms.mgf,CCMSLIB00000388533,1080000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
5282,M+H,90614485,1,Ile-Pro-Ile,Isolated,NIST,0,spectra/specs_ms.mgf5282,"InChI=1S/C17H31N3O4/c1-5-10(3)13(18)16(22)20-9-7-8-12(20)15(21)19-14(17(23)24)11(4)6-2/h10-14H,5-9,18H2,1-4H3,(H,19,21)(H,23,24)",N/A,IT-FT/ion trap with FTMS,Positive,ESI,342.239,lib-00052.mgf,Bronze,3,0.861677,280665,96.0545,1,NIST17,NIST,342.239,N/A,0,7,CCC(C)C(C(=O)N1CCCC1C(=O)NC(C(C)CC)C(=O)O)N,1,246.184,specs_ms.mgf,CCMSLIB00003728675,1230000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
2751,M+H,0,1,Ile-Trp,Isolated,NIST,0,spectra/specs_ms.mgf2751,"InChI=1S/C17H23N3O3/c1-3-10(2)15(18)16(21)20-14(17(22)23)8-11-9-19-13-7-5-4-6-12(11)13/h4-7,9-10,14-15,19H,3,8,18H2,1-2H3,(H,20,21)(H,22,23)/t10-,14-,15+/m0/s1",N/A,IT-FT/ion trap with FTMS,Positive,ESI,318.181,lib-00052.mgf,Bronze,3,0.909716,286018,91.0055,1,NIST17,NIST,318.181,N/A,0,4,CCC(C)C(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O)N,1,227.176,specs_ms.mgf,CCMSLIB00003728161,6610000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
1823,M-H,81335775,1,Imazethapyr,Isolated,NIST,0,spectra/specs_ms.mgf1823,"InChI=1S/C15H19N3O3/c1-5-9-6-10(13(19)20)11(16-7-9)12-17-14(21)15(4,18-12)8(2)3/h6-8H,5H2,1-4H3,(H,19,20)(H,17,18,21)",N/A,HCD,Negative,ESI,288.135,lib-00052.mgf,Bronze,3,0.904696,97492.4,28.091,1,NIST17,NIST,288.135,N/A,0,4,CCC1=CN=C(C(=C1)C(=O)O)C2=NC(C(=O)N2)(C)C(C)C,1,316.226,specs_ms.mgf,CCMSLIB00003380683,428554,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
5360,M+H-H2O,72963725,1,Imiprothrin,Isolated,NIST,0,spectra/specs_ms.mgf5360,"InChI=1S/C17H22N2O4/c1-6-7-18-9-13(20)19(16(18)22)10-23-15(21)14-12(8-11(2)3)17(14,4)5/h1,8,12,14H,7,9-10H2,2-5H3",N/A,IT-FT/ion trap with FTMS,Positive,ESI,301.155,lib-00052.mgf,Bronze,3,0.831322,232536,70.0292,1,NIST17,NIST,301.155,N/A,0,7,CC(=CC1C(C1(C)C)C(=O)OCN2C(=O)CN(C2=O)CC#C)C,1,371.184,specs_ms.mgf,CCMSLIB00003645595,230428,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
6101,+,N/A,1,Indoleacrylicacid,Isolated,Metlin,0,spectra/specs_ms.mgf6101,N/A,N/A,#NAME?,Positive,LC-ESI,188.071,lib-00047.mgf,Bronze,3,0.832212,388244,73.0172,1,METLIN_INTERIM,Metlin,188.071,N/A,0,5,N/A,1,261.088,specs_ms.mgf,CCMSLIB00000418938,1070000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
1353,M+H-C4H8,20784503,1,Isobavachalcone,Isolated,NIST,0,spectra/specs_ms.mgf1353,"InChI=1S/C20H20O4/c1-13(2)3-9-16-19(23)12-10-17(20(16)24)18(22)11-6-14-4-7-15(21)8-5-14/h3-8,10-12,21,23-24H,9H2,1-2H3/b11-6+",N/A,IT-FT/ion trap with FTMS,Positive,ESI,269.081,lib-00052.mgf,Bronze,3,0.963027,170623,45.9113,1,NIST17,NIST,269.081,N/A,0,4,CC(=CCC1=C(C=CC(=C1O)C(=O)C=CC2=CC=C(C=C2)O)O)C,1,223.169,specs_ms.mgf,CCMSLIB00003398091,7670000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
2602,M+H,25518494,1,Isobutyryl-L-carnitine,Isolated,NIST,0,spectra/specs_ms.mgf2602,"InChI=1S/C11H21NO4/c1-8(2)11(15)16-9(6-10(13)14)7-12(3,4)5/h8-9H,6-7H2,1-5H3/t9-/m1/s1",N/A,HCD,Positive,ESI,232.154,lib-00052.mgf,Bronze,3,0.814588,60372.4,14.0157,1,NIST17,NIST,232.154,N/A,0,6,CC(C)C(=O)OC(CC(=O)[O-])C[N+](C)(C)C,1,246.17,specs_ms.mgf,CCMSLIB00003578717,2650000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
3729,M+H,25518494,1,Isobutyryl-L-carnitine,Isolated,NIST,0,spectra/specs_ms.mgf3729,"InChI=1S/C11H21NO4/c1-8(2)11(15)16-9(6-10(13)14)7-12(3,4)5/h8-9H,6-7H2,1-5H3/t9-/m1/s1",N/A,HCD,Positive,ESI,232.154,lib-00052.mgf,Bronze,3,0.956948,0.85445,0.000198364,1,NIST17,NIST,232.154,N/A,0,4,CC(C)C(=O)OC(CC(=O)[O-])C[N+](C)(C)C,1,232.154,specs_ms.mgf,CCMSLIB00003578718,22600000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,3729,
393,M+H,2724574,1,Isomyristic acid,Isolated,NIST,0,spectra/specs_ms.mgf393,N/A,N/A,HCD,Positive,ESI,229.216,lib-00036.mgf,Bronze,3,0.800013,331790,76.0516,1,NIST14,NIST,229.216,N/A,0,4,N/A,1,305.268,specs_ms.mgf,CCMSLIB00000272695,5810000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
2792,M+H,2365404,1,Isopentenyladenine,Isolated,NIST,0,spectra/specs_ms.mgf2792,"InChI=1S/C10H13N5/c1-7(2)3-4-11-9-8-10(13-5-12-8)15-6-14-9/h3,5-6H,4H2,1-2H3,(H2,11,12,13,14,15)",N/A,HCD,Positive,ESI,204.124,lib-00052.mgf,Bronze,3,0.890073,225272,45.9836,1,NIST17,NIST,204.124,N/A,0,5,CC(=CCNC1=NC=NC2=C1NC=N2)C,1,250.108,specs_ms.mgf,CCMSLIB00003478678,11400000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
6761,M+H,21637252,1,Isoquercitin,Isolated,NIST,0,spectra/specs_ms.mgf6761,"InChI=1S/C21H20O12/c22-6-13-15(27)17(29)18(30)21(32-13)33-20-16(28)14-11(26)4-8(23)5-12(14)31-19(20)7-1-2-9(24)10(25)3-7/h1-5,13,15,17-18,21-27,29-30H,6H2/t13-,15-,17+,18-,21+/m0/s1",N/A,HCD,Positive,ESI,465.103,lib-00052.mgf,Bronze,3,0.91108,130927,60.8945,1,NIST17,NIST,465.103,N/A,0,10,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,1,404.208,specs_ms.mgf,CCMSLIB00003473551,1650000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
3785,M+H,31023242,1,Isovaleryl-L-carnitine,Isolated,NIST,0,spectra/specs_ms.mgf3785,"InChI=1S/C12H23NO4/c1-9(2)6-12(16)17-10(7-11(14)15)8-13(3,4)5/h9-10H,6-8H2,1-5H3/t10-/m1/s1",N/A,HCD,Positive,ESI,246.17,lib-00052.mgf,Bronze,3,0.953127,56934.2,14.0155,1,NIST17,NIST,246.17,N/A,0,4,CC(C)CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,1,260.185,specs_ms.mgf,CCMSLIB00003578393,59200000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
3642,M+H-H2O,25524952,1,Jasmine lactone,Isolated,NIST,0,spectra/specs_ms.mgf3642,N/A,N/A,Q-TOF,Positive,ESI,151.112,lib-00036.mgf,Bronze,3,0.820965,251572,38.0156,1,NIST14,NIST,151.112,N/A,0,5,N/A,1,189.128,specs_ms.mgf,CCMSLIB00000357838,1040000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
3643,M+H-H2O,25524952,1,Jasmine lactone,Isolated,NIST,0,spectra/specs_ms.mgf3643,N/A,N/A,Q-TOF,Positive,ESI,151.112,lib-00036.mgf,Bronze,3,0.819791,251571,38.0154,1,NIST14,NIST,151.112,N/A,0,5,N/A,1,189.127,specs_ms.mgf,CCMSLIB00000357838,1800000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
6722,M+H-H2O,25524952,1,Jasmine lactone,Isolated,NIST,0,spectra/specs_ms.mgf6722,N/A,N/A,Q-TOF,Positive,ESI,151.112,lib-00036.mgf,Bronze,3,0.809133,251571,38.0154,1,NIST14,NIST,151.112,N/A,0,5,N/A,1,189.127,specs_ms.mgf,CCMSLIB00000357838,549986,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
1268,M+H-C2H4O2,77026927,1,Jasmonic acid,Isolated,NIST,0,spectra/specs_ms.mgf1268,"InChI=1S/C12H18O3/c1-2-3-4-5-10-9(8-12(14)15)6-7-11(10)13/h3-4,9-10H,2,5-8H2,1H3,(H,14,15)/b4-3-/t9-,10-/m1/s1",N/A,IT-FT/ion trap with FTMS,Positive,ESI,151.112,lib-00052.mgf,Bronze,3,0.910139,357423,54.0108,1,NIST17,NIST,151.112,N/A,0,4,CCC=CCC1C(CCC1=O)CC(=O)O,1,205.122,specs_ms.mgf,CCMSLIB00003482525,452346,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
1332,M+H-2H2O,77026927,1,Jasmonic acid,Isolated,NIST,0,spectra/specs_ms.mgf1332,"InChI=1S/C12H18O3/c1-2-3-4-5-10-9(8-12(14)15)6-7-11(10)13/h3-4,9-10H,2,5-8H2,1H3,(H,14,15)/b4-3-/t9-,10-/m1/s1",N/A,HCD,Positive,ESI,175.112,lib-00052.mgf,Bronze,3,0.808811,251627,44.0629,1,NIST17,NIST,175.112,N/A,0,6,CCC=CCC1C(CCC1=O)CC(=O)O,1,219.175,specs_ms.mgf,CCMSLIB00003482502,550227,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
1414,M+H-H2O,77026927,1,Jasmonic acid,Isolated,NIST,0,spectra/specs_ms.mgf1414,"InChI=1S/C12H18O3/c1-2-3-4-5-10-9(8-12(14)15)6-7-11(10)13/h3-4,9-10H,2,5-8H2,1H3,(H,14,15)/b4-3-/t9-,10-/m1/s1",N/A,HCD,Positive,ESI,193.122,lib-00052.mgf,Bronze,3,0.826292,217723,42.0471,1,NIST17,NIST,193.122,N/A,0,8,CCC=CCC1C(CCC1=O)CC(=O)O,1,235.169,specs_ms.mgf,CCMSLIB00003482482,3910000,UPDATE-SINGLE-ANNOTATED-BRONZE,,specs_ms.mgf,,
