#Scan#,Adduct_library,CAS_Number_library,Charge_library,Compound_Name_library,Compound_Source_library,Data_Collector_library,ExactMass_library,FileScanUniqueID_library,INCHI_AUX_library,INCHI_library,Instrument_library,Ion_Source_library,IonMode_library,LibMZ_library,Library_Class_library,LibraryName_library,LibraryQualityString_library,MassDiff_library,MQScore_library,MZErrorPPM_library,NumberHits_library,Organism_library,PI_library,Precursor_MZ_library,Pubmed_ID_library,RT_Query_library,SharedPeaks_library,Smiles_library,SpecCharge_library,SpecMZ_library,SpectrumFile_library,SpectrumID_library,tags_library,TIC_Query_library,UpdateWorkflowName_library,Adduct_analog,CAS_Number_analog,Charge_analog,Compound_Name_analog,Compound_Source_analog,Data_Collector_analog,ExactMass_analog,FileScanUniqueID_analog,INCHI_analog,INCHI_AUX_analog,Instrument_analog,internalFilename_analog,Ion_Source_analog,IonMode_analog,LibMZ_analog,Library_Class_analog,LibraryName_analog,LibraryQualityString_analog,MassDiff_analog,MQScore_analog,MZErrorPPM_analog,NumberHits_analog,Organism_analog,PI_analog,Precursor_MZ_analog,Pubmed_ID_analog,RT_Query_analog,SharedPeaks_analog,Smiles_analog,SpecCharge_analog,SpecMZ_analog,SpectrumFile_analog,SpectrumID_analog,tags_analog,TIC_Query_analog,UpdateWorkflowName_analog,inchi_combined
3526,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-H2O,133613715,1,Galiellalactone,Isolated,NIST,0,spectra/specs_ms.mgf3526,"InChI=1S/C11H14O3/c1-6-4-7-2-3-9-11(7,13)8(5-6)10(12)14-9/h5-7,9,13H,2-4H2,1H3/t6-,7+,9+,11-/m0/s1",N/A,HCD,specs_ms.mgf,ESI,Positive,177.091,3,lib-00052.mgf,Bronze,31.9893,0.805353,180638,1,NIST17,NIST,177.091,N/A,0,6,CC1CC2CCC3C2(C(=C1)C(=O)O3)O,1,209.08,specs_ms.mgf,CCMSLIB00003545971,NA,104486,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C11H14O3/c1-6-4-7-2-3-9-11(7,13)8(5-6)10(12)14-9/h5-7,9,13H,2-4H2,1H3/t6-,7+,9+,11-/m0/s1"
3528,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-H2O,145733,1,Endothal,Isolated,NIST,0,spectra/specs_ms.mgf3528,"InChI=1S/C8H10O5/c9-7(10)5-3-1-2-4(13-3)6(5)8(11)12/h3-6H,1-2H2,(H,9,10)(H,11,12)",N/A,HCD,specs_ms.mgf,ESI,Positive,169.049,3,lib-00052.mgf,Bronze,60.0562,0.888108,355258,1,NIST17,NIST,169.049,N/A,0,4,C1CC2C(C(C1O2)C(=O)O)C(=O)O,1,229.106,specs_ms.mgf,CCMSLIB00003635447,NA,1790770,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C8H10O5/c9-7(10)5-3-1-2-4(13-3)6(5)8(11)12/h3-6H,1-2H2,(H,9,10)(H,11,12)"
3536,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,112607,1,Tetraethylene glycol,Isolated,NIST,0,spectra/specs_ms.mgf3536,N/A,N/A,Q-TOF,specs_ms.mgf,ESI,Positive,195.123,3,lib-00036.mgf,Bronze,72.0207,0.858939,369104,1,NIST14,NIST,195.123,N/A,0,4,N/A,1,267.144,specs_ms.mgf,CCMSLIB00000361153,NA,586180,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
3549,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,N/A,1,Lauryl diethanolamide,Commercial,CASMI2016,0,spectra/specs_ms.mgf3549,"InChI=1S/C16H33NO3/c1-2-3-4-5-6-7-8-9-10-11-16(20)17(12-14-18)13-15-19/h18-19H,2-15H2,1H3",NA,Orbitrap,specs_ms.mgf,LC-ESI,Positive,288.253,1,lib-00027.mgf,Gold,28.068,0.845416,97372.9,1,CASMI,CASMI,288.253,8123,0,4,CCCCCCCCCCCC(=O)N(CCO)CCO,1,316.321,specs_ms.mgf,CCMSLIB00000579850,NA,5246190,UPDATE-SINGLE-ANNOTATED-GOLD,"InChI=1S/C16H33NO3/c1-2-3-4-5-6-7-8-9-10-11-16(20)17(12-14-18)13-15-19/h18-19H,2-15H2,1H3"
3550,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,3386183,1,Spectral Match to Nonaethylene glycol from NIST14,Isolated,Data deposited by daniel,0,spectra/specs_ms.mgf3550,N/A,N/A,QqQ,specs_ms.mgf,ESI,Positive,415.254,3,lib-00036.mgf,Bronze,220.143,0.836865,233717,1,GNPS-NIST14-MATCHES,Data from Pieter Dorrestein,415.254,N/A,0,8,N/A,2,318.202,specs_ms.mgf,CCMSLIB00003137287,NA,2748120,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
3551,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M-H,0,1,Asp-Arg,Isolated,NIST,0,spectra/specs_ms.mgf3551,"InChI=1S/C10H19N5O5/c11-5(4-7(16)17)8(18)15-6(9(19)20)2-1-3-14-10(12)13/h5-6H,1-4,11H2,(H,15,18)(H,16,17)(H,19,20)(H4,12,13,14)/t5-,6-/m0/s1",N/A,HCD,specs_ms.mgf,ESI,Negative,288.131,3,lib-00052.mgf,Bronze,33.0154,0.864164,114585,1,NIST17,NIST,288.131,N/A,0,4,C(CC(C(=O)O)NC(=O)C(CC(=O)O)N)CN=C(N)N,1,321.147,specs_ms.mgf,CCMSLIB00003733353,NA,265101,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C10H19N5O5/c11-5(4-7(16)17)8(18)15-6(9(19)20)2-1-3-14-10(12)13/h5-6H,1-4,11H2,(H,15,18)(H,16,17)(H,19,20)(H4,12,13,14)/t5-,6-/m0/s1"
3552,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,35474998,1,1-Arachidonoylglycerol,Isolated,NIST,0,spectra/specs_ms.mgf3552,"InChI=1S/C23H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-23(26)27-21-22(25)20-24/h6-7,9-10,12-13,15-16,22,24-25H,2-5,8,11,14,17-21H2,1H3/b7-6-,10-9-,13-12-,16-15-",N/A,HCD,specs_ms.mgf,ESI,Positive,379.284,3,lib-00052.mgf,Bronze,56.0629,0.810202,147812,1,NIST17,NIST,379.284,N/A,0,12,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OCC(CO)O,1,323.221,specs_ms.mgf,CCMSLIB00003408235,NA,3159020,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C23H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-23(26)27-21-22(25)20-24/h6-7,9-10,12-13,15-16,22,24-25H,2-5,8,11,14,17-21H2,1H3/b7-6-,10-9-,13-12-,16-15-"
3554,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,83885,1,(-)-Riboflavin,Isolated,NIST,0,spectra/specs_ms.mgf3554,"InChI=1S/C17H20N4O6/c1-7-3-9-10(4-8(7)2)21(5-11(23)14(25)12(24)6-22)15-13(18-9)16(26)20-17(27)19-15/h3-4,11-12,14,22-25H,5-6H2,1-2H3,(H,20,26,27)/t11-,12+,14-/m0/s1",N/A,HCD,specs_ms.mgf,ESI,Positive,377.146,3,lib-00052.mgf,Bronze,52.0062,0.871671,137894,1,NIST17,NIST,377.146,N/A,0,5,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O,1,325.139,specs_ms.mgf,CCMSLIB00003445517,NA,545422,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C17H20N4O6/c1-7-3-9-10(4-8(7)2)21(5-11(23)14(25)12(24)6-22)15-13(18-9)16(26)20-17(27)19-15/h3-4,11-12,14,22-25H,5-6H2,1-2H3,(H,20,26,27)/t11-,12+,14-/m0/s1"
3586,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,6809707,1,Spectral Match to Undecaethylene glycol from NIST14,Isolated,Data deposited by amelnik,0,spectra/specs_ms.mgf3586,N/A,N/A,QqQ,specs_ms.mgf,ESI,Positive,503.307,3,lib-00036.mgf,Bronze,430.289,0.881129,71537.8,1,GNPS-NIST14-MATCHES,Data from Rob Knight,503.307,N/A,0,8,N/A,2,467.302,specs_ms.mgf,CCMSLIB00003136783,NA,278010,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
3588,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,201738241,1,Glycerophospho-N-oleoyl ethanolamine,Isolated,NIST,0,spectra/specs_ms.mgf3588,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,480.309,3,lib-00036.mgf,Bronze,2.96371,0.810516,6170.43,1,NIST14,NIST,480.309,N/A,0,7,N/A,1,483.273,specs_ms.mgf,CCMSLIB00000321034,NA,77020900,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
3592,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,6809707,1,Spectral Match to Undecaethylene glycol from NIST14,Isolated,Data deposited by amelnik,0,spectra/specs_ms.mgf3592,N/A,N/A,QqQ,specs_ms.mgf,ESI,Positive,503.307,3,lib-00036.mgf,Bronze,562.367,0.882103,59672.5,1,GNPS-NIST14-MATCHES,Data from Rob Knight,503.307,N/A,0,8,N/A,2,533.341,specs_ms.mgf,CCMSLIB00003136783,NA,451290,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
3613,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[M+K]+,N/A,1,"(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one",isolated,MoNA:VF-NPL-QEHF002068,0,spectra/specs_ms.mgf3613,"InChI=1S/C42H42O20/c43-13-25-33(49)35(51)37(53)41(61-25)59-23-11-19(47)9-21-29(23)27(15-1-5-17(45)6-2-15)31(39(55)57-21)32-28(16-3-7-18(46)8-4-16)30-22(58-40(32)56)10-20(48)12-24(30)60-42-38(54)36(52)34(50)26(14-44)62-42/h1-12,25-28,31-38,41-54H,13-14H2/t25-,26-,27-,28-,31+,32+,33-,34-,35+,36+,37-,38-,41-,42-/m1/s1",N/A,ESI-QFT,specs_ms.mgf,N/A,positive,905.19,3,lib-00029.mgf,Bronze,72.949,0.819393,80589.7,1,MONA,MoNA,905.19,N/A,0,15,N/A,1,832.241,specs_ms.mgf,CCMSLIB00004693131,NA,745927,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C42H42O20/c43-13-25-33(49)35(51)37(53)41(61-25)59-23-11-19(47)9-21-29(23)27(15-1-5-17(45)6-2-15)31(39(55)57-21)32-28(16-3-7-18(46)8-4-16)30-22(58-40(32)56)10-20(48)12-24(30)60-42-38(54)36(52)34(50)26(14-44)62-42/h1-12,25-28,31-38,41-54H,13-14H2/t25-,26-,27-,28-,31+,32+,33-,34-,35+,36+,37-,38-,41-,42-/m1/s1"
3616,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-CH4O,627930,1,Dimethyl adipate,Isolated,NIST,0,spectra/specs_ms.mgf3616,"InChI=1S/C8H14O4/c1-11-7(9)5-3-4-6-8(10)12-2/h3-6H2,1-2H3",N/A,HCD,specs_ms.mgf,ESI,Positive,143.07,3,lib-00052.mgf,Bronze,10.0208,0.982881,70041.1,1,NIST17,NIST,143.07,N/A,0,4,COC(=O)CCCCC(=O)OC,1,153.091,specs_ms.mgf,CCMSLIB00003407475,NA,7512010,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C8H14O4/c1-11-7(9)5-3-4-6-8(10)12-2/h3-6H2,1-2H3"
3618,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[M+H]+,N/A,1,Massbank:PB005787 Indole-3-carboxylic acid|1H-indole-3-carboxylic acid,Isolated,Massbank,0,spectra/specs_ms.mgf3618,"1S/C9H7NO2/c11-9(12)7-5-10-8-4-2-1-3-6(7)8/h1-5,10H,(H,11,12)",N/A,LC-ESI-QTOF,specs_ms.mgf,ESI,Positive,162.056,3,lib-00036.mgf,Bronze,6.9743,0.816409,43036.4,1,MASSBANK,Putative Massbank Match,162.056,N/A,0,4,C1=CC=C2C(=C1)C(=CN2)C(=O)O,1,155.082,specs_ms.mgf,CCMSLIB00000222289,NA,372017,UPDATE-SINGLE-ANNOTATED-BRONZE,"1S/C9H7NO2/c11-9(12)7-5-10-8-4-2-1-3-6(7)8/h1-5,10H,(H,11,12)"
3627,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-CH2O2,59927,1,"3,4-Dihydroxy-L-phenylalanine",Isolated,NIST,0,spectra/specs_ms.mgf3627,"InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)/t6-/m0/s1",N/A,HCD,specs_ms.mgf,ESI,Positive,152.071,3,lib-00052.mgf,Bronze,23.0183,0.856752,151366,1,NIST17,NIST,152.071,N/A,0,4,C1=CC(=C(C=C1CC(C(=O)O)N)O)O,1,175.089,specs_ms.mgf,CCMSLIB00003468930,NA,250336,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)/t6-/m0/s1"
3632,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,105215,1,.gamma.-Heptalactone,Isolated,NIST,0,spectra/specs_ms.mgf3632,"InChI=1S/C7H12O2/c1-2-3-6-4-5-7(8)9-6/h6H,2-5H2,1H3",N/A,HCD,specs_ms.mgf,ESI,Positive,129.091,3,lib-00052.mgf,Bronze,50.0158,0.940962,387446,1,NIST17,NIST,129.091,N/A,0,5,CCCC1CCC(=O)O1,1,179.107,specs_ms.mgf,CCMSLIB00003571712,NA,299465,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C7H12O2/c1-2-3-6-4-5-7(8)9-6/h6H,2-5H2,1H3"
3638,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-CHON,16004436,1,2-Nitrobenzaldehyde semicarbazone,Isolated,NIST,0,spectra/specs_ms.mgf3638,"InChI=1S/C8H8N4O3/c9-8(13)11-10-5-6-3-1-2-4-7(6)12(14)15/h1-5H,(H3,9,11,13)/b10-5+",N/A,IT-FT/ion trap with FTMS,specs_ms.mgf,ESI,Positive,166.061,3,lib-00052.mgf,Bronze,15.0386,0.83574,90560.7,1,NIST17,NIST,166.061,N/A,0,4,C1=CC=C(C(=C1)C=NNC(=O)N)[N+](=O)[O-],1,181.1,specs_ms.mgf,CCMSLIB00003474890,NA,384359,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C8H8N4O3/c9-8(13)11-10-5-6-3-1-2-4-7(6)12(14)15/h1-5H,(H3,9,11,13)/b10-5+"
3639,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-H2O,710043,1,.delta.-Undecalactone,Isolated,NIST,0,spectra/specs_ms.mgf3639,"InChI=1S/C11H20O2/c1-2-3-4-5-7-10-8-6-9-11(12)13-10/h10H,2-9H2,1H3",N/A,HCD,specs_ms.mgf,ESI,Positive,167.143,3,lib-00052.mgf,Bronze,13.9794,0.810632,83637.4,1,NIST17,NIST,167.143,N/A,0,5,CCCCCCC1CCCC(=O)O1,1,181.122,specs_ms.mgf,CCMSLIB00003577433,NA,966400,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C11H20O2/c1-2-3-4-5-7-10-8-6-9-11(12)13-10/h10H,2-9H2,1H3"
3642,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-H2O,25524952,1,Jasmine lactone,Isolated,NIST,0,spectra/specs_ms.mgf3642,N/A,N/A,Q-TOF,specs_ms.mgf,ESI,Positive,151.112,3,lib-00036.mgf,Bronze,38.0156,0.820965,251572,1,NIST14,NIST,151.112,N/A,0,5,N/A,1,189.128,specs_ms.mgf,CCMSLIB00000357838,NA,1042480,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
3643,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-H2O,25524952,1,Jasmine lactone,Isolated,NIST,0,spectra/specs_ms.mgf3643,N/A,N/A,Q-TOF,specs_ms.mgf,ESI,Positive,151.112,3,lib-00036.mgf,Bronze,38.0154,0.819791,251571,1,NIST14,NIST,151.112,N/A,0,5,N/A,1,189.127,specs_ms.mgf,CCMSLIB00000357838,NA,1798110,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
3644,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,122781,1,Phenylacetaldehyde,Isolated,NIST,0,spectra/specs_ms.mgf3644,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,121.065,3,lib-00036.mgf,Bronze,68.0624,0.822073,562197,1,NIST14,NIST,121.065,N/A,0,5,N/A,1,189.127,specs_ms.mgf,CCMSLIB00000295649,NA,6074870,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
3646,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-C2H6O,144875489,1,"1H-Imidazo[4,5-c]quinoline-1-ethanol, 4-amino-2-(ethoxymethyl)-.alpha.,.alpha.-dimethyl-",Isolated,NIST,0,spectra/specs_ms.mgf3646,"InChI=1S/C17H22N4O2/c1-4-23-9-13-20-14-15(21(13)10-17(2,3)22)11-7-5-6-8-12(11)19-16(14)18/h5-8,22H,4,9-10H2,1-3H3,(H2,18,19)",N/A,HCD,specs_ms.mgf,ESI,Positive,269.14,3,lib-00052.mgf,Bronze,80.0123,0.923394,297289,1,NIST17,NIST,269.14,N/A,0,4,CCOCC1=NC2=C(N1CC(C)(C)O)C3=CC=CC=C3N=C2N,1,189.127,specs_ms.mgf,CCMSLIB00003508603,NA,6537930,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C17H22N4O2/c1-4-23-9-13-20-14-15(21(13)10-17(2,3)22)11-7-5-6-8-12(11)19-16(14)18/h5-8,22H,4,9-10H2,1-3H3,(H2,18,19)"
3649,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-C5H8O3,53910251,1,Pentostatin,Isolated,NIST,0,spectra/specs_ms.mgf3649,"InChI=1S/C11H16N4O4/c16-3-8-6(17)1-9(19-8)15-5-14-10-7(18)2-12-4-13-11(10)15/h4-9,16-18H,1-3H2,(H,12,13)/t6-,7+,8+,9+/m0/s1",N/A,HCD,specs_ms.mgf,ESI,Positive,153.077,3,lib-00052.mgf,Bronze,37.022,0.969416,241852,1,NIST17,NIST,153.077,N/A,0,4,C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O,1,190.099,specs_ms.mgf,CCMSLIB00003509340,NA,1526960,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C11H16N4O4/c16-3-8-6(17)1-9(19-8)15-5-14-10-7(18)2-12-4-13-11(10)15/h4-9,16-18H,1-3H2,(H,12,13)/t6-,7+,8+,9+/m0/s1"
3653,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,487218,1,Lumazine,Isolated,NIST,0,spectra/specs_ms.mgf3653,"InChI=1S/C6H4N4O2/c11-5-3-4(8-2-1-7-3)9-6(12)10-5/h1-2H,(H2,8,9,10,11,12)",N/A,HCD,specs_ms.mgf,ESI,Positive,165.041,3,lib-00052.mgf,Bronze,28.0309,0.813382,169842,1,NIST17,NIST,165.041,N/A,0,4,C1=CN=C2C(=N1)C(=O)NC(=O)N2,1,193.072,specs_ms.mgf,CCMSLIB00003383748,NA,276885,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C6H4N4O2/c11-5-3-4(8-2-1-7-3)9-6(12)10-5/h1-2H,(H2,8,9,10,11,12)"
3656,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-C5H11NO,39807153,1,Oxadiargyl,Isolated,NIST,0,spectra/specs_ms.mgf3656,"InChI=1S/C15H14Cl2N2O3/c1-5-6-21-12-8-11(9(16)7-10(12)17)19-14(20)22-13(18-19)15(2,3)4/h1,7-8H,6H2,2-4H3",N/A,IT-FT/ion trap with FTMS,specs_ms.mgf,ESI,Positive,239.961,3,lib-00052.mgf,Bronze,44.9921,0.827255,187497,1,NIST17,NIST,239.961,N/A,0,4,CC(C)(C)C1=NN(C(=O)O1)C2=CC(=C(C=C2Cl)Cl)OCC#C,1,194.969,specs_ms.mgf,CCMSLIB00003645529,NA,3040090,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C15H14Cl2N2O3/c1-5-6-21-12-8-11(9(16)7-10(12)17)19-14(20)22-13(18-19)15(2,3)4/h1,7-8H,6H2,2-4H3"
3657,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-2H2O,506172,1,cis-Vaccenic acid,Isolated,NIST,0,spectra/specs_ms.mgf3657,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h7-8H,2-6,9-17H2,1H3,(H,19,20)/b8-7-",N/A,IT-FT/ion trap with FTMS,specs_ms.mgf,ESI,Positive,247.242,3,lib-00052.mgf,Bronze,52.0677,0.92078,210594,1,NIST17,NIST,247.242,N/A,0,8,CCCCCCC=CCCCCCCCCCC(=O)O,1,195.174,specs_ms.mgf,CCMSLIB00003722167,NA,982825,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h7-8H,2-6,9-17H2,1H3,(H,19,20)/b8-7-"
3668,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-2H2O,73030714,1,Atractylenolide III,Isolated,NIST,0,spectra/specs_ms.mgf3668,"InChI=1S/C15H20O3/c1-9-5-4-6-14(3)8-15(17)12(7-11(9)14)10(2)13(16)18-15/h11,17H,1,4-8H2,2-3H3/t11-,14+,15-/m0/s1",N/A,HCD,specs_ms.mgf,ESI,Positive,213.127,3,lib-00052.mgf,Bronze,9.98439,0.880079,46847.1,1,NIST17,NIST,213.127,N/A,0,7,CC1=C2CC3C(=C)CCCC3(CC2(OC1=O)O)C,1,203.143,specs_ms.mgf,CCMSLIB00003624693,NA,960773,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C15H20O3/c1-9-5-4-6-14(3)8-15(17)12(7-11(9)14)10(2)13(16)18-15/h11,17H,1,4-8H2,2-3H3/t11-,14+,15-/m0/s1"
